reviewText,overall,reviewTime,asin,title
"Ted Geisel, better known as Dr. Seuss, wrote and helped design this eccentric fantasy about a young boy named Bart (Tommy Rettig) who, like most young boys, doesn't enjoy his piano lessons with the mean-spirited Dr. Terwilliker (Hans Conried). He figures his time would be better spent playing baseball with his friends or helping his grown-up buddy Arthur Zabladowski (Peter Lind Hayes), a plumber. One night, while fast asleep, Bart has a long and remarkable dream in which he's trapped in the kingdom of the fearsome Dr. T, who has enslaved hundreds of little boys, forcing them to practice on the world's largest piano until they drop. With the help of a familiar plumber, Bart plans a revolt that will topple Dr. T's evil empire once and for all.This is a pretty goofy flick, but fun nevertheless. It has its share of dance numbers, and you can definitely tell that Dr. Seuss had a hand in making it. The props, characters, and one musical number in particular that Bart spies on just scream Dr. Seuss. The scene takes place in a cavern with musicians flying around playing all sorts of weird and gigantic instruments. Definitely worth watching if, you are in the mood for a goofy flick.",3,"09 26, 2002",B000059H74,"The 5,000 Fingers of Dr. T"
"For the most part, the Blu-Ray edition of Sopranos Season One looks fantastic.  The colors are bold and vivid and the production has a realistic three-dimensional look.However ... dark interior scenes and night-time scenes are way too dark, especially in the pilot and first three or four episodes.  Sometimes the characters' faces are completely lost in shadow.  I have watched this on DVD several times and these scenes looked very different.  Scenes inside the ""Bing"", for example, look as if someone cranked the contrast up way too high.Most of the episodes look spectacular, but the dark scenes often look muddy.  Overall this is a major improvement over the DVD, but I wish I hadn't traded my old discs in before buying this, because I'd like to compare the dark scenes with the Blu-Ray.",3,"12 5, 2009",B00003CXOO,The Sopranos - The Complete First Season [VHS]
"Starting to lose steam. Misses Dennis Caruso bad. Jimmy Smits character is OK, but way too much emphasis on the cops personal lives...who cares?",3,"03 29, 2013",B001993Y9U,Unknown Product
"""Barbershop"" has all the spontaneous, freeform looseness of good improvisational theater.  Indeed, the Mark Brown/Don D. Scott/Marshall Todd screenplay consists of little more than a series of fast-paced and witty conversations among some barbershop employees and their customers on the Southside of Chicago - with just enough ""plot"" thrown in to hold it all together.This shop is more than just a place to have your hair cut - it functions as the agreed-upon location where the men of the neighborhood can come and have their say and propound their views on every possible topic, from politics to personal relationships, from race relations to the latest news from the local quarter.  It's when the conversation turns to politics that the writers really let loose, allowing one character, the aged and sage Eddie, to unload a volley of epithets aimed at some of the most revered sacred cows of the African American community.  Eddie, like most ""colorful"" characters, says exactly what he thinks and is allowed to get away with it.  His age and life experience give him a certain carte blanche to verbalize sentiments that no one else would dare to utter.  As such, he is a total refreshment in this age of super-sensitivity and political correctness.The film really has two storylines going at the same time: one involving the theft of an ATM machine from a market across the street, and the other, the attempt by Calvin, the shop's owner, to renege on a deal to sell the place to a local loan shark who wants to turn it into a nightclub.  The former provides an opportunity for some low comedy, burlesque bits that are quite funny at times.  The latter gives the film its emotional depth, as Calvin comes to appreciate just what it is that makes this shop so very special a place.  Yet, it is when the film gets away from its plot and concentrates on the verbal sparring among its many characters that ""Barbershop"" is at its most incisive.More than any film of recent memory, this one relies on what can truly be called an ""ensemble"" cast.  Each member is given a few key scenes or moments to sketch in his or her character before another one comes forth to usurp the spotlight.  Only Calvin, played endearingly by Ice Cube, and Eddie, brilliantly realized by Cedric the Entertainer, are allowed to attain more than their share of prominence.  However, despite being given less screen time, the rest of the cast is equally skilled in bringing their finely etched characters to life.  Director Tim Story does an effective job keeping this essentially one-set work from becoming ponderous and static, and he knows how to zoom in on just the right character at each given moment.""Barbershop,"" though it may seem iconoclastic and even anti-establishment at times, ultimately comes out foursquare in favor of good, old-fashioned values like honesty, hard work and commitment to a dream.  The film may peter out a bit in its final scenes, winding up with a halfhearted resolution that shows, indeed, that the ""plot"" is the least important element to the filmmakers involved here.  These men obviously just love the characters they've assembled - and all that affection spilling off the screen is what makes ""Barbershop"" so much fun for us in the audience as well.",3,"10 13, 2002",B00006RVJR,Barbershop (Special Edition)
"The acting is terrific but the ending left many questions unanswered. Not unlike the movie it is based upon ""Maedchen in Uniform.""",3,"05 25, 2007",B000J4QWIG,Loving Annabelle
"Sometimes a comedy has the timing and sometimes it doesn't, unfortunately, Funny Farm doesn't have it. I was disappointed after all of the great reviews. The few laughs were hit and miss and I kept waiting for a good punch line and climax to the movie.  Never happened.  If you want a funny movie buy For Richer or for Poor. Fun movie all the way through.",3,"02 5, 2011",0790740044,Funny Farm (1988)
I like this movie but I am glad I did not buy it.  This film is a great rental.  I thought the film plot was short and did not build on anything.,3,"09 9, 2011",B003Z8ZCD4,Unknown Product
"I was anxious to see this movie because of all the great reviews I'd read about it and the Oscar nominations. Like many of the other reviewers, I thought this movie was visually and emotionally stunning. The photography beautifully depicts the fog-laden Northern California coast. Ben Kingsley is phenomenal as an Iranian immigrant caught in a maelstrom not of his making. The actors playing his wife and son also are excellent as other reviewers have noted--worth renting the movie just to see their performances.And while Jennifer Connelly is good, I kept asking myself, why doesn't she seek help with some of the myriad nonprofits and government agencies available to help people in all kinds of distress? If her credit card didn't go through, does she make enough cash as a cleaning lady to pay for an attorney, who also (amazingly) does not know about the myriad of social service agencies we have in this country?  She has this pride that prevents her from telling her mother and brother about her situation, which might have brought her some help and resulted in a different ending and, alas, a different story. At one point she says she's been sober for three years. Well, what has she been doing those last three years? Her character just stumbles along, bereft.  And Kingsley's character has a job on a dusty road crew, yet washes up in a luxury hotel bathroom and puts on his totally unwrinkled suit to arrive home, keeping up appearances that he has some high-paying, executive-type job. Then we see him working as a cashier at night. How can his family not know about all that?Nonetheless, this is a powerful story of the intersection of disparate lives and very worth watching.",3,"05 1, 2004",B0001DMVBC,Unknown Product
"Lots of goofy stuff, but entertaining never the less.  If you like action, this is it.  If you like technology this is it as well.  If you like love scenes, than NOPE.  Like Sex, Nope as well.  Want a great plot.  Won't find it here, but its still watchable in my book.  Good guys against bad guys from Outer Space.  Wait a bit for the price to come down if not in a hurry.",3,"11 12, 2013",B001KVZ6HK,Unknown Product
"In a word I would call this movie ""Depressing"".I didn't read the book and I had no forewarning about the plot other than it was a high school coming of age movie.  I thought it would be sweet or quirky, and it was all that in the beginning, but as the movie progressed the plot got deeper and darker and downright unsettling.  The movie had me up half the night worrying about child molesters, pedophiles, and other such human monsters.Don't get me wrong I thought the acting and directing were great; it was just the subject matter that threw me.  I was expecting The Breakfast Club and I got Law & Order: Special Victims Unit.*** Spoiler Alert - Ending is Revealed ***At the start of the movie you think the main character's depression is caused by his best friend's suicide.  As the plot thickens you are lead to believe that Charlie's depression is the result of his Aunt's death on Christmas Eve.  Then you find out that both the Aunt and the lead female character were molested as children.  At the end it is revealed that the Aunt (who was abused as a child) was abusing the 6 year old Charlie.  (Just guessing about his age.)  Charlie spirals down further into depression, attempted suicide and is finally placed in a mental hospital.  He is released eventually and returns to life.  The movie ends on a high note with Charlie back with his supportive and loving friends.Almost every character in the movie had deep, dark emotional and physical scaring, but the movie did have some funny moments.  The Rocky Horror Picture Show brought back a lot of fond memories as did the soundtrack.  Loved hearing ""Come On Eileen"".  Seeing all the old technology: cassette tapes, vinyl records, and clunker cordless phones was also a kick.So, like most movies, it had it good points and its bad points.  But here is a warning/recomendation, if you don't like depressing movies (ie movies that are brutally true to life) give this one a pass.",3,"03 10, 2013",B00AFEY354,Unknown Product
"The story is old but the energies are new in ''Center Stage,'' and that's all this film needs to carry it past its familiar backstage elements. A spirited ensemble of appealing young newcomers essentially takes us through a year at a thinly disguised American Ballet Theatre school that will end with advancement for a very few and heartbreak for most. This is made bluntly clear at the outset by the company's kingpin, played by Peter Gallagher with a certain arrogance, but also in a way that convinces us he's not wrong to be as demanding as he is. In one of the film's many echoes of past backstage sagas, he reminds us of the godlike choreographer in ''A Chorus Line.''Before long, we're also sensing the ghosts of ''The Turning Point,'' ''Stage Door,'' ''Flashdance,'' ''Gypsy,'' and ''Saturday Night Fever.'' But ''Center Stage'' is kept from seeming old and hackneyed by the explosions of freshness from its young performers. One, Ethan Stiefel, is a bona fide ABT star. In the film, he plays a prominent soloist who's feeling confined by the strict parameters of the company's repertoire and wants to push off into a looser, freer kind of choreography. He's also coming off the short end of a romantic triangle involving Gallagher's top dog and the prima ballerina for whose affections both competed.Not surprisingly, the big climactic dance he devises for the academy graduation recital at a Lincoln Center benefit mixes a romantic triangle with a devolution from classical ballet into something more street-flavored. You expect as much, given that his way of relaxing is to ride his motorcycle from Lincoln Center to a Broadway dance studio and exchange Kenneth MacMillan for Bob Fosse as a change of pace. When he meets Amanda Schull's young ballet maverick, Jody, there, it isn't long before they're doing their own variations on ''Romeo and Juliet.''''Center Stage'' is filled with mavericks. Schull (in real life a San Francisco Ballet corps member) keeps dancing on pure determination, having been told from day one that her body type is not the balletic ideal. But she works hard, and projects charisma and glow. These mavericks also are uninhibited about mouthing off to their teachers, especially Zoe Saldana's Eva. But one of the quietest young dancers (from the ABT corps), Sascha Radetsky's Charlie, has his eye on Jody, too, and is remarkable for his airy elevations besides. Not all of the characters are portrayed by dancers. Ilia Kulik, who plays the resident Russian in the troupe, is Russian, but is an ice-skating champ.The ''Stage Door'' echo comes in the competitive roommating of Jody, Eva, and Susan May Pratt's unhappy, bulimic prize pupil, Maureen, being shoved toward stardom by her unfulfilled mother (Debra Monk), the film's ''Gypsy'' connection. As the most prominent of the teachers, Donna Murphy contributes emotional depth to a film that doesn't get enough from its simplistically pitched battle between aspiring youth and manipulative fogeys. Oddly enough, although the film does a good job capturing the backstage world of dance, the dance sequences themselves often seem pedestrian. Still, the producers were right to cast dancers who could act rather than try the reverse. They're easy to watch, easy to like, and they vault over the speed bumps placed in their way by the script. Anybody who's ever laced on toe shoes, or wanted to, will find something to take away from ''Center Stage.''",3,"06 8, 2001",B00004WMDT,Center Stage [VHS]
"that geoffrey rush, who IS the tailor of panama, lacks mention on the cast listing put up by amazon.odder still, since rush is, to my mind, one of the finest english speaking comedic--in the classical sense--actors in recent cinema.  i judge him foremost, if only because he can buffoon without appearing ludicrous, but certainly any sensible criticism must take note of him.this film is without scope, direction, or incident and it would totally fail to impress if rush were absent from it.can someone advise me, then, why amazon so often ignores the stars of films when setting down the cast?  especially the deserving and most accomplished?",3,"10 8, 2009",B00003CXWF,The Tailor of Panama [VHS]
"Ice Cube returns for the second installment in the &quot;Friday&quot; franchise. This time, he's moving out of the hood and into his rich uncle's home in Rancho Cucamonga. Chris Tucker's out of the picture and in his place is Mike Epps as Cube's wacky cousin. Also returning for this one are John Witherspoon and Tiny &quot;Zeus&quot; Lister but a majority of the characters are brand new to the series with Don &quot;D.C.&quot; Curry, Tamala Jones, Clifton Powell, Justin Pierce, and Sticky Fingaz joining the ensemble cast.&quot;Next Friday&quot; has Craig moving out to the 'burbs when he learns that the neighborhood bully, Deebo (Lister) has escaped from prison and is looking for him. The suburbs prove to be just as much trouble as he has to deal with the Latino thugs who live next door, a trigger-happy record store owner, and his cousin's obsessive ex-girlfriend. When it turns out that his uncle has just 24 hours to come up with some money to cover some unpaid taxes on the house, Cube devises a plan that has him, his cousin, Day-Day (Epps), and their token white friend (the late Justin Pierce) breaking into the next door neighbor's house.&quot;Next Friday&quot; is a decent follow-up but the loss of co-writer DJ Pooh and star Chris Tucker is a lot to get over. Epps puts in a humorous comedic performance but he's no Tucker. The new characters are hit and miss. Amy Hill's Asian neighbor is a weak and tired sterotype-driven character. If you can't tell that Hill isn't Korean by looking at her, her awful attempt at an accent will give it away. Jacob Vargas as the loud-mouthed Latio neighbor is entertaining though they seemed to have run out of material for him in some areas. Sticky Fingaz is hilarious as Tyrone, Deebo's prison sidekick and Lisa Rodriguez is easy on the eyes as Cube's love interest.While it's not on the same level as the original, &quot;Next Friday&quot; has more than a few laughs. Cube and Epps have pretty good chemistry and the suburban backdrop makes for a nice change of pace for an urban comedy (it's certainly done more effectively than on Fox's &quot;Red And Meth&quot;). The DVD presentation has a lot of cool extra features including an alternate ending, the Mike Epps audition tape, and an audio commentary by director Steve Carr.",3,"07 4, 2004",0780631234,Next Friday
For a soap its good. Season 4-6 is out on DVD. go rent it. Season 4 starts off with  head spending start.  You well need popcorn and wet drink. Enjoy!,3,"06 20, 2014",B0032JTV6A,Unknown Product
Not really thrilled with the plot. Nolan made Bane kind of cheesy and is no where near classic Bane from comics.  Was a bit of a let down because I personally had such high expectations because of the previous two movies in the saga.  Fight scenes were pretty good.,3,"03 7, 2013",B004LWZWGK,Unknown Product
"If you want to see a really good Aussie film from the early '70's, go & buy &#34;Wake In Fright&#34;!! After that, &#34;Picnic At Hanging Rock&#34;, I thought &#34;Walkabout&#34; had potential, it just fell short.",3,"01 20, 2014",0780020847,Walkabout (The Criterion Collection)
I got this movie for my daughter who loved it when we rented it. It was just okay to me. It's well acted but the story just didn't hold my interest and the scary factor was just okay. I sit through it thinking &#34;Really?&#34;,3,"07 26, 2013",B005LAIGOQ,Unknown Product
"I haven't gone more than half way through. This movie is long and is not easy to watch. The camera is shooting much closer. it shows he stars, but you cannot see the beauty and elegance of the Aikido/Judo/Karate fight scenes, like in the previous movies. It isn't the best Bourne, but it's still OK. However, it ends with one hellofa motorcycle chase!",3,"03 20, 2014",B005LAIIPS,Unknown Product
"VideoCodec: VC-1Resolution: 1080pAspect ratio: 1.78:1Original aspect ratio: 1.85:1AudioEnglish: Dolby TrueHD 5.1French: Dolby Digital 5.1Spanish: Dolby Digital MonoGerman: Dolby Digital MonoItalian: Dolby Digital MonoPortuguese: Dolby Digital Mono (less)SubtitlesEnglish SDH, French, Spanish, Portuguese, German, Italian, Cantonese, Danish, Dutch, Finnish, Norwegian, Swedish (less)Discs25GB Blu-ray DiscThree-disc set (1 BD, 2 DVDs)DVD copyPackagingDigiPackPlaybackRegion free",3,"03 19, 2013",6304176287,Willy Wonka &amp; Chocolate Factory [VHS]
"It is worth noting that the French regard Victor Hugo as a poet and consider his novels, including the 1862 LES MISERABLES, minor works.  The novel became popular in America during the Civil War, when it was widely read by the Confederacy, who often refered to the book as ""Lee's Miserables.""  Thereafter, like many Victorian-era novels, it enjoyed cyclical popularity until 1980, when it was adapted into an operetta with lyrics by Alain Boublil and music by Claude-Michel Schonberg.  The original production played for three months in Paris.  It was subsequently further adapted by Herbert Kretzmer and James Fenton into the English language, and opened in London in 1985 and then in New York in 1987.  The London and New York versions were extremely popular at the box office and ran for years.  The original New York production alone ran for over six thousand performances.None of this has actually made critics like the show any better than they originally did, and it has been consistently described as manipulative, sentimental, and unoriginal.  The film version was an on-again, off-again affair, finally debuting in 2012.  Musicals generally have their musical numbers pre-recorded, and the cast lip-sychs during filming.  For LES MISERABLES, however, the singers performed live on set, and some publicity claims indicated this was the first time such had been done (not true; live on-set musical numbers go back at least as far to Doris Day in the 1957 THE PAJAMA GAME.)  Since most of the film cast were not trained singers, the result was somewhat hit or and miss, with Russell Crowe receiving significantly negative comments--but when it did work, it worked spectacularly, with Anne Hathaway giving a devastating performance and picking up an Oscar for her efforts.  But again, critics were not really any more enthusiastic about the film than they had been about the play.  Many noted that if you liked the play, you would probably like the film, but if you didn't like the play, nothing about the film would make you change your mind.  I didn't and it didn't.Although the movie is not noticeably like the book, it has much the same story, and a good many people have described it as ""the show where everybody sings about how poor they are and then most of them die.""  Although acid, this is actually a fairly straight forward comment, for the plot traces the troubles of Jean Valjean (Hugh Jackman), imprisoned for almost twenty years on a trivial charge and, when he breaks parole, relentlessly persued by the French law in the form of Javert (Russell Crowe.)  Ill-starred lovers and angry revolutionaries round out the tale.  Curiously, the film relies a great deal on CGI, which tended to undercut my belief in the story, but my primary dismissal of LES MISERABLES rests on the fact that it is two and a half hours of overwrought emotion, with every single character playing at the same hysterical pitch.  It does not help that the music is incredibly, incredibly repetitive; virtually every song echoes every other song (I began to feel I was a trapped in an endless loop of ""At The End of the Day"" and ""Bring Him Home."")  Within thirty minutes I was exhausted and by the end of the film I was thoroughly over it.  Still, the occasional good performance (especially Hathaway) makes it worth the effort.  Depending on which version you get, the DVD comes with various bonuses, none of them particularly interesting.GFT, Amazon Reviewer",3,"04 21, 2013",B000GAKLZI,Les Miserables
"The supposed theme was a huge festival setting, with large groups of drunken teenspartying in the streets, yet you end up with a deserted studio lot and six or seven people,including the sheriff.I'm still baffled how, with such a wild party happening, the entire set is like a ghosttown, with tumbleweeds blowing by in the distance.That said, the acting is quite good, and the kills are quite gruesome.One scene gives new meaning to the term, ""Lawnmower man.""There's also a random scene, near the begining, that serves no purpose, except to show a beautifulgirl with large breasts, earning a free pass into the supposed ""festival.""One would think this ""festival"" would have been a Bon Jovi concert, judging by her enthusiasm.Hey, i'm not complaining...It's also worth noting that the inbred cannibal trio possess a whole lotta smarts, which kind ofstruck me as funny.They can knock down cell towers, create a makeshift rotisery out of scrap wood & trash barrels,dodge bullets like a super hero, and string up a security guard like a christmas tree.I guess they're not pinheads, after all!",3,"11 21, 2012",B008G4T5VM,Unknown Product
"The previous Amazon reviewers have given this five stars.  QUACKSER FORTUNE is not one of the greatest movies of all time, and not one of the  near-greatest.  But it's a solid film, worth seeing.  The two main  characters are three-dimensional, for a change.  Both Kidder and Wilder are  wonderful in their roles.  The picture drags too much; some good editing  would have helped.  Also there is a bit too much of -- how can I say it? --  reverse condescension.  The Irish are a bit &quot;quaint,&quot; which  endears them to American audiences, I suppose, and also supplies a bit of  distance.  If this film were set in the US, we'd see two rather flaky  people -- a do-it-alone selfish Wilder, and a silly college student Kidder.  So it wouldn't work here.  But set in Dublin, the trick is pulled off.  Bottom line: a solid three-star film, each star standing for  &quot;pleasant.&quot;",3,"08 14, 2000",B00000JT2S,Quackser Fortune has a Cousin in the Bronx
"This is a very weird type movie which fits Jim Carrey's personality well. This is a movie about an introvert banker who's nice guy, romantic personality causes him to be treated like a doormat by the women in the movie. He (Jim Carrey) finds this medieval mask that transforms him into a mischievous demonic type character. The mask seems to posses the person wearing it, amplifying the person's inner most characteristics. The movie is funny and is worth watching. I think that this movie is more for adults as the scene between Carry and Diaz at the park has sexual overtones, sort of dirty, as is with most Jim Carrey movies. Cameron Diaz is a knock-out in this movie, whoa!",3,"05 31, 2013",0780651359,The Mask
This was really good if you have seen the original Phantom and you desire a sequel.  There are a couple of really good Andrew Lloyd Webber songs and then some average ones.,3,"03 16, 2013",B006GHA9QQ,Unknown Product
"A world wide disaster is about to hit us,and some anceint legend says that Aoung girl will have the power to save us.The movie could of been better,I mean the special effects were alright the acting good but the theme could of been better.",3,"02 24, 2014",B00FRY70K2,Unknown Product
"When `The Paperboy' showed at Cannes last year there was a lot of hoopla about how bad it was.  I mean, it was trashed for being trashy and basically considered one of the worst films in recent memory.  A lot of hype was brought to the table before it showed (Lee Daniels followup to his Oscar vehicle `Precious') and even afterward (Nicole Kidman pees on Zac Efron) and basically what was considered total trash became one of those movies that everyone HAD TO SEE, even though they were pretty much guaranteed that they would hate it.I didn't hate this.I want to start by saying that this movie is really very bad.  Nothing about it works separately and yet together it all works in this `so bad I can't help but be entertained by it' kind of way.  The accent work is awful (Efron can't hold an accent and McConaughey doesn't even try), the basic storyline is a confused mess (I've never seen a film that tried so hard to shove so much into one narrative) and the direction is a shoddy mess.  Still, I can't say that I hated this because despite the fact that it shouldn't work, it kind of does.The basic plot follows a young paperboy named Jack living in Florida during the 60's.  His brother Ward is a journalist for a newspaper trying to dig up evidence to prove the innocence of a man named Hillary Van Wetter, who is on death row for killing a sheriff.  While in prison, Hillary started writing back and forth with Charlotte Bless, a simple minded southern tramp who has a thing for criminals.  She's convinced he's innocent (for strange reasons) and she tries to help Ward prove that.  In the meantime, young Jack is falling in love with Charlotte.  She represents everything he's lost over the years and in her he finds some sort of solace.`The Paperboy' becomes messy because it can never establish a clear focal point.  At the core of the film is supposedly this murder case, and yet there really seems to be no interest in it at all.  It becomes background fodder for the love triangle forming between Hillary, Charlotte and Jack and yet, even at that Hillary becomes this side point with no real depth and so it becomes the Jack and Charlotte show.  Still, there is no real character development between them and their relationship seems like a gimmick more than anything else; simply a springboard for bizarre behavior and scenes of awkwardly stylized thoughts.  Then you have Ward and his partner Yardley and the underdeveloped semblance of the Jensen parents (father and step mother) and their housekeeper Anita, who appears to have a real impact on Jack and yet feels like more of a symbol than an actual character.  Yardley is treated like a villain and never really given depth and Ward's decline is supposed to have some significance and yet it is entirely wrapped up in the murder case, which by about thirty minutes in we've already forgotten all about.  With all the themes here none of them come to completion and so it is basically about a lot of things and nothing all at the same time.Lee Daniels once again proves to be the worst thing about his films (he misdirected `Precious' and really was in no way shape or form the reason for its success).The acting here is spotty.  Matthew McConaughey plays himself once again and John Cusack really needs a shower.  I used to think he was a good actor, but he tries WAY TOO HARD here.  Zac Efron does nothing of merit outside of botch an accent.  Kidman, Gray and Oyelowo are best in show for varying reasons (and none is without detractors either).  Oyelowo has a very underdeveloped character and yet he tries to insert a backstory and manages to do that to a certain degree.  Gray is the heart of the story (she narrates) and she does keep it together for the most part.  She doesn't really have a character and yet she manages to be a life-force, so for that she should be singled out.  Kidman got the bulk of the attention (good and bad) for her fearless portrayal of a woman gone crazy.  Her sexualized meeting with Hillary was ridiculous and incredible at the same time.  She is polarizing because so much of what she does is SO EXTREME and yet in the context of this crazy film it almost works SO WELL.At the end of the day, this film is really, truly bad.  It is bad because Lee Daniels has no idea how to tell a story.  He has so many ideas and `cool tricks' that he thinks he's saying more than he is or showing us more than he is and yet at the end of the day his films say so much less than they should because he lacks focus and his `style' sacrifices `substance' and winds up creating an empty feeling in the pit of his films.  Still, the gritty 80's style porno screen shots make this interesting and the wildly uneven trashiness make `The Paperboy' nothing less than entertaining.",3,"02 1, 2013",B009AMAKBI,Unknown Product
"This movie is really well done but it is anti aristocrat.It's visually striking - almost Cuaron in colors and layers but oh, the big Crying Game reveal and Mark Rylance's dry normal dude reaction.  Oh, he could have just been there to read the meter and walked in on crazy and turned around and just walked right out.Nothing wholesome Yorkshire lass a la Martha in this film.",3,"12 23, 2006",0792899342,Angels &amp; Insects [VHS]
"The strength circuit segment was disappointing. She takes a ""breather"" between each segment, which results in less actual workout time. If you're going to make a short video, you should make every minute count. This was beginner level because of all the breaks. If you want something similar but more intermediate/advanced, try Crunch Boot Camp Training, it gets down to business.",3,"05 15, 2008",B000IHY9UC,Denise Austin: Boot Camp - Total Body Blast
"The Big Lebowski is a big loser as far as I'm concerned...it has its funny parts but for the most part, it's a waste of time.",3,"02 9, 2012",6304994540,The Big Lebowski [VHS]
"I read the book several years ago, have seen parts of the Hollywood version of the movie, but hadn't heard of this version til the day I watched it. It wasn't bad, it wasn't great. Natascha McElhone (spelling?) was beautiful and gave a decent performance, based on what she had to work with (except Mary was 14 when she joined Henry's court, and the actress looked much older), but the production choices that the BBC made are strange--in several places, the characters give &#34;confessional-style&#34; speeches, which I don't remember from the book, and Anne has a strange monologues that has different angles cut in, almost as if MTV had made the movie. There were also a lot of explicit sex scenes in the movie, which didn't particularly bother me, but were a little beneath what the movie could have been.I was touched by the scene at the end where Anne says goodbye to her daughter that was heartbreaking and well-done. That is maybe the best scene in the movie.This is an OK movie to pass the time. It is not as good as the Hollywood movie, but it's OK to pass the time.",3,"03 4, 2014",B00114XM04,Unknown Product
I love animation and I love dark themes but with this movie you really had to try not to take it seriously or you could very easily be appalled. So its definitely not for the squeamish or anyone who is offended easily. The animation was great but yes it is very very dark and morbid subject matter.,3,"06 12, 2012",B006HGXGWK,Unknown Product
"The film opens with the ""based on a true story"" claim. It follows this claim with a man coming home to find his mom possessed by a demon. Yes, I remember mom being possessed by demons. I warned her about burning those black candles, drinking goat's blood, and opening strange ancient boxes with Hebrew letters.After the credits, the story then moves on to Clyde (Jeffrey Dean Morgan), the almost big time basketball coach, his divorced wife Stephanie (Kyra Sedgwick), and two adorable daughters he has for the weekend in his new home on Always Dreary Lane. Em (Natasha Calis) the younger, more adorable, and better actor of his two daughters buys a box at a yard sale and the next thing you know the movie transforms itself into a mediocre Jewish exorcism film.The highlight for me was the MRI scene. I would like to see Natasha Calis get smacked around er ah star in more horror films. You can keep the rest of that lot. I found myself getting bored during some of the better scenes. At 92 minutes, it seemed like 2 hours. Dialogue lacked decent hooks. Oh wait. That's because this was ""based on a true story.""Parental Guide: No f-bombs, sex, or nudity. No moths were harmed in the filming of this movie.",3,"11 10, 2012",B008220CFG,Unknown Product
"For me a masterpiece is a film to which I like to return once in a while (&#34;Fanny and Alexander&#34;, &#34;Persona&#34;, &#34;Stalker&#34;, &#34;Paris, Texas&#34;, &#34;Death in Venice&#34;, &#34;Dekalog&#34;, &#34;Ashes and Diamonds&#34; ...). I'm not sure if I'll ever want to sit 3 full hours with this movie once again. The film is good, it has its fine moments, some moving scenes and beautiful cinematography, but for me it is far from being an illuminating masterpiece or a deeply profound experience. Worth watching once.",3,"03 8, 2014",6301861019,The Tree of Wooden Clogs [VHS]
"I image they probably knocked out this film in a fortnight, back when movie-goers went to the flicks twice a week and the studios had to keep the product pouring out. The curious thing is this cheap production is still making someone money nearly 80 years later. I bought it for Jean Arthur, an actress of great comic talents. She is fun to watch in this and, in some ways, this film provides an insight into the enormous box-office appeal she commanded in her day. There were plenty of screwball comediennes, but there is a mix of the sympathetic, the sceptical and the odd-ball in her style that is distinctive and appealing -- she is never just one of these things at any moment, but all three are in play. Interesting here, even though the story vehicle is pretty weak. Her co-star William Powell churned out a whole series of Thin Man films of this ilk with the wonderful Myrna Loy. I wonder whether this was meant to be another, but she wasn't available. I find Powell does not travel well these days -- his sort of deadpan, urbane humour was done better by others, starting with Cary Grant. There is probably enough here for Arthur fans to justify the purchase, but the film cannot hold a candle to More The Merrier or a dozen others for which she is famous.",3,"12 22, 2011",6302182867,Ex Mrs Bradford [VHS]
"I bought this DVD as my grandson is training to be a chef.  It is full of useful information that could help him if he ever decides to own or run a restaurant.  However I understand that it is really, really true to life in that Ramsay's language is basic to put it mildly.  Grandson tells me that's really true of all the kitchens he has worked in so far.  So for him it's nothing but for me - well it's a bit much!",3,"05 31, 2014",B001JXPC0U,Unknown Product
"&quot;The ToolBox Murders&quot; is one of those films that has gained most of its notoriety because of it's title. The question for anyone new to watching it is, does it live up to the promise? Well the answer is yes, but only for the first 20 minutes. Pretty much as soon as the film starts, the viewer is treated to several murders featuring hammers, drills and screwdrivers, all in quick succession, and all of women. After a brief pause for breath, the film plays its trump card, the scene in which a woman is interrupted while taking a bath to be chased naked around her apartment by the killer, who this time is wielding a nail gun. This scene is by far the nastiest in the movie, even though the special effects are achieved very cheaply. Actually, goremongers may be upset to learn that most of the gore in the movie is delivered in a very cheap and poorly filmed way. The editing of the first batch of murders is terrible...it seems that only the nail gun murder had any kind of story boarding or professional editing done on it!Sadly, there is worse to come, for after this eye-popping first half hour, the film grinds to a virtual standstill, as it is at this point that the murderer is revealed and the killings all but stop as the action turns to the detectives trying to solve the case, along with depicting the prolonged plight of a young girl who the murderer has kidnapped and is keeping bound and gagged at his home. This remainding section of the film just drags on and on, despite some laughs on offer from Cameron Mitchel as he pours his heart out to the terrified girl.On that note, the rest of the acting talent on offer throughout the movie is also rock bottom bad, especially in some of the minor roles where performances reach almost H.G. Lewis standards! About the only exception to this is Pamelyn Ferdin as the unlucky final victim, who does manage to wring some believeability out of her plight, despite having to share screen time with Cameron Mitchell singing &quot;Sometimes I Feel Like a Motherless Child.&quot;...oh dear.The DVD edition of the movie presents a great picture considering the quality of the film is pretty ropey at best. And there are some nice extras, including an interview with Kelly Nicholls, who suffered the nail gun murder. Its surprising that a film this poor has enough of an audience to deserve such a good DVD makeover, as it's strong points are few and far between. Strangely, all the murders are set to twee country music that seems to be playing out of every record player in the apartment block, something I have not often seen before. In fact, during the nail gun murder, this lends an almost surreal touch to the unfolding horror, leaving me to wonder if the effect was intentional or just decided on at random. That, and the seriously downbeat ending (quite effective in my opinion, at least for anyone who hasn't switched off before that time), are probably the only original touches to the movie which sadly fails in all other respects to come close to the style and quality of the countless better films it so obviously is trying to copy.",3,"04 8, 2004",B00006FMCC,The Toolbox Murders
